0000015393,0
0000230022,1
000100039X,2
0002051850,3
0007108001,4
0007116055,5
0007157169,6
0007160003,7
0020681402,8
0026009102,9
0028641671,10
0029184657,11
0030565812,12
0060099275,13
0060155221,14
0060194995,15
0060277270,16
006051485X,17
0060516402,18
0060527986,19
0060548789,20
0060589280,21
0060594454,22
0060614803,23
0060616342,24
0060616601,25
0060652942,26
006066326X,27
0060670630,28
0060675187,29
0060675209,30
0060675233,31
0060675578,32
0060723238,33
0060738170,34
0060755598,35
0060762055,36
0060778415,37
0060778423,38
0000038504,39
0007281447,40
0060168579,41
0060391502,42
0060391685,43
0060391901,44
0060393556,45
0060544880,46
0060594896,47
0060763280,48
002729210X,49
0027669157,50
0027888452,51
0060000910,52
0060393742,53
0060527463,54
0060688556,55
0000401048,56
0020163908,57
0020259905,58
0060510862,59
0060741872,60
000077135X,61
0007205236,62
0007228023,63
0007261837,64
0007386648,65
0028631803,66
0029109752,67
0029146739,68
0029303303,69
0060006927,70
006017448X,71
0060197765,72
006050532X,73
0060520744,74
0060521996,75
0060536608,76
0060541717,77
0060554738,78
0060555661,79
0060560053,80
006057464X,81
0060575115,82
0060578629,83
0060580461,84
0060584696,85
006059019X,86
0060598999,87
0060599316,88
0060721545,89
0060723467,90
006073132X,91
0060734795,92
0060734973,93
0060736712,94
0060742690,95
0060744871,96
0060745819,97
0060746408,98
0060746882,99
0060747692,100
0060753943,101
0060756632,102
0060761288,103
0060761407,104
0060765313,105
006076533X,106
0007136838,107
0020199856,108
0020519001,109
0020519109,110
0028642627,111
0028644530,112
006000942X,113
0060094834,114
0060098902,115
0060149000,116
0060175400,117
0060185260,118
0060190361,119
0060191988,120
0060192925,121
0060254920,122
0060256656,123
0060508205,124
0060566493,125
0060573775,126
0060652926,127
006072644X,128
0060755334,129
0002007770,130
0006551807,131
0007172826,132
006000438X,133
0060392452,134
0060516054,135
0060577304,136
0060177470,137
0060745045,138
0030615526,139
0002247399,140
0028636945,141
006052569X,142
0060740450,143
0060011939,144
006016848X,145
0028643712,146
0007248075,147
0060540591,148
0007167040,149
0023582901,150
0060652934,151
0006481965,152
0028639677,153
0060523166,154
0060761784,155
0006511252,156
0007124015,157
000712774X,158
0007149824,159
0007157150,160
0007157177,161
0060515198,162
0060530928,163
0060537639,164
0060558121,165
0060591854,166
0007173687,167
0060282983,168
0060609176,169
0060723513,170
0006003133,171
0020931808,172
006026683X,173
0060611553,174
0060628626,175
0060629150,176
006064334X,177
0060653388,178
0060655275,179
0060669357,180
0060670185,181
0060671327,182
0060692014,183
0007114893,184
000719739X,185
0060510609,186
000222383X,187
0002226618,188
0006499163,189
000712032X,190
0007133235,191
0007337701,192
0007447868,193
000779021X,194
0029123704,195
0030554624,196
0060010800,197
0060011602,198
0060014342,199
0060137290,200
0060188707,201
0060190523,202
0060194480,203
006019491X,204
0060199237,205
0060272376,206
0060280778,207
0060296410,208
0060391103,209
0060529709,210
0060557559,211
0060575913,212
0060577339,213
0060577363,214
0060585560,215
0060586621,216
0060686618,217
0060731427,218
0060734787,219
0006164811,220
0006165699,221
0006166598,222
0006514952,223
0006530699,224
0006550436,225
0007107927,226
0007158505,227
0007169914,228
0007175175,229
0007230206,230
0007233450,231
